wards_code,wards_name,fem_exp,male_exp,nondepri_share,act_share
E05013221,Finedon,82.8,79,0.4657863145258103,0.6876714476056117
E05013222,Hatton Park,84.5,80.3,0.4868208714362561,0.634977657057741
E05013223,Higham Ferrers,83.6,80.2,0.5310215557638238,0.6551724137931034
E05013224,Irchester,83.5,80,0.4934850051706308,0.6102591792656588
E05013225,Irthlingborough,81.1,79.5,0.4890331637129321,0.6242346705656584
E05013226,Ise,84.7,80.9,0.556460252839083,0.6309447643420772
E05013227,Kingswood,79.9,74.5,0.3717483840454044,0.6567552646107736
E05013228,Lloyds,79.3,75.2,0.4266645728643216,0.6588197613900232
E05013229,Northall,80.7,77.3,0.4745256237860451,0.6651687229348803
E05013230,Oakley,83,81.5,0.5547136563876652,0.7248624312156078
E05013231,Oundle,85.8,83.3,0.567713004484305,0.5568399017020115
E05013232,Raunds,82.4,81,0.5130788606859136,0.6347514197469365
E05013233,Rothwell and Mawsley,83.9,80.6,0.5312849162011173,0.6367011921047487
E05013234,Rushden Pemberton West,82.2,79.5,0.4578609221466364,0.5970883336612237
E05013235,Rushden South,82.9,78.6,0.4888630077158247,0.6588978096500117
E05013236,Thrapston,85.2,81.1,0.5744750122090184,0.6438118811881188
E05013237,Wicksteed,82.4,78.9,0.4751256716935344,0.6193140794223827
E05013238,Windmill,81.7,78.7,0.4008561977038334,0.6069328381306097
E05013239,Abington and Phippsville,80.9,76.3,0.5227637921799678,0.7034274551589415
E05013240,Billing and Rectory Farm,79.7,77.7,0.4384099460166857,0.6416433984842441
E05013241,Boothville and Parklands,82.2,79.6,0.4791284870698432,0.5836932476561677
E05013242,Brackley,84.6,81.1,0.5847280334728033,0.712728389375096
E05013243,Braunston and Crick,84.4,81.4,0.5573479879453997,0.5860310780187763
E05013244,Brixworth,84.9,81.2,0.6077481840193705,0.6527985633043999
E05013245,Bugbrooke,82.1,81.7,0.5376875228686425,0.59695603156708
E05013246,Castle,78.4,73.6,0.4235114891456138,0.6967191071668684
E05013247,Dallington Spencer,79.1,74.6,0.3676925878710617,0.6393764002987304
E05013248,Daventry East,80.5,79,0.4722557297949336,0.6256366723259762
E05013249,Daventry West,85,78.9,0.4565714285714286,0.6616284739151633
E05013250,Deanshanger,85,81.8,0.5699600228440891,0.6497223817729274
E05013251,Delapre and Rushmere,79.8,76.2,0.5060787515877336,0.6470296620672561
E05013252,Duston East,84.8,78.7,0.4728033472803347,0.5955698835274542
E05013253,Duston West and St. Crispin,86,81,0.5673241852487135,0.6738562833465773
E05013254,East Hunsbury and Shelfleys,86.8,83,0.606687898089172,0.6968600215201017
E05013255,Hackleton and Grange Park,85.1,81.5,0.5940010712372791,0.6872555990046215
E05013256,Headlands,81.2,79.2,0.4468927526252367,0.6276668960770819
E05013257,Kingsthorpe North,83.5,80.5,0.4912120102526547,0.5999626656710846
E05013258,Kingsthorpe South,80.8,76.5,0.4530062197650311,0.6411499826809837
E05013259,Long Buckby,87.9,82,0.578125,0.6234619395203337
E05013260,Middleton Cheney,84.9,82.1,0.5520178462786453,0.6263539699890688
E05013261,Moulton,82.1,82.3,0.6071971616827166,0.64553773822517
E05013262,Nene Valley,83.9,81,0.6055370985603544,0.6906641406167771
E05013263,Riverside Park,84,79.2,0.5239832208644902,0.629642730810046
E05013264,St. George,80.4,76.5,0.4476393326233582,0.682066205893052
E05013265,Silverstone,85.5,83,0.6143225331369662,0.6276674025018395
E05013266,Sixfields,82.8,79.6,0.5217202432667246,0.734237591295275
E05013267,Talavera,80.9,77.3,0.3911903513371788,0.6699957680914093
E05013268,Towcester and Roade,84,81.4,0.5838066113295471,0.685491872090361
E05013269,Woodford and Weedon,84.3,81.4,0.5488837567359507,0.6395639563956396
