Code,Label,unemploy,low_birth_weight,male_exp,fem_exp,obesity,deprivation
E05005152,Brunshaw,6.4,6.8,75.1,81.6,4,38.5
E05005153,Cliviger with Worsthorne,1.6,6.2,81.1,85,4,11.4
E05005154,Coal Clough with Deerplay,5,8,77,83,5,30.5
E05005155,Daneshouse with Stoneyholme,11.9,9.1,71.6,81.6,5,59.3
E05005156,Gannow,7.1,6.5,77.3,80.9,4,34.6
E05005157,Gawthorpe,7.9,9,76,79.4,5,40.5
E05005158,Hapton with Park,5.8,9.4,77.7,82.3,4,30.8
E05005159,Lanehead,5.8,10.4,78.4,83.3,4,30.2
E05005160,Queensgate,10.1,10.7,73.2,76.4,5,44.7
E05005161,Rosegrove with Lowerhouse,5.9,8.9,76,79.7,4,41.9
E05005162,Rosehill with Burnley Wood,7.6,9.2,73,80.1,5,44.5
E05005163,Trinity,12.1,10.6,75.4,79.2,4,62.3
E05005164,Whittlefield with Ightenhill,3.3,5.6,79,82.9,4,16.3
E05005185,Ansdell,2.4,2.8,77.5,84.3,4,10.2
E05005186,Ashton,5.5,7,78.2,82.5,4,22.9
E05005187,Central,7.9,8,74.5,81,4,34.4
E05005188,Clifton,2.7,3.9,83.4,83,5,10.9
E05005189,Elswick and Little Eccleston,2.9,6.2,N/A - not available,N/A - not available,5,11.3
E05005190,Fairhaven,4,4.4,74.8,81.2,4,17.9
E05005191,Freckleton East,3.4,2.8,79,84.1,5,15.9
E05005192,Freckleton West,2.7,5.1,79.6,83.3,5,12.3
E05005193,Heyhouses,3.9,6.8,80.3,83.6,5,17.7
E05005194,Kilnhouse,4.6,6.5,79.4,84.8,4,21.6
E05005195,Kirkham North,2.5,5.7,81.3,82.7,5,11.8
E05005196,Kirkham South,3.6,9.6,76.9,80.4,4,22.1
E05005197,Medlar-with-Wesham,4,5.8,77.5,83,5,15
E05005198,Newton and Treales,2.5,5,80.6,83.2,5,10.6
E05005199,Park,2.8,N/A - not available,82.4,85,5,10.1
E05005200,Ribby-with-Wrea,1.8,N/A - not available,N/A - not available,N/A - not available,5,3.5
E05005201,St Johns,3.7,6,83.6,85.2,5,9.5
E05005202,St Leonards,5,7,78.4,81.6,5,16.3
E05005203,Singleton and Greenhalgh,3,5.1,N/A - not available,N/A - not available,4,17
E05005204,Staining and Weeton,3.4,6.6,77.7,82.7,5,13.8
E05005205,Warton and Westby,3.6,6.7,80.4,81.7,5,17.5
E05005206,Altham,4.9,10.1,77.7,79.8,5,26.5
E05005207,Barnfield,9.3,8.1,76.1,80.4,5,43.4
E05005208,Baxenden,2,4.4,80.3,84.4,5,9.3
E05005209,Central,10.9,10,72.4,78.1,5,60.2
E05005210,Church,8.8,10,73,76.1,5,54.6
E05005211,Clayton-le-Moors,5.4,9.2,74.7,78.8,5,30.4
E05005212,Huncoat,4.1,7.2,79.1,81.9,5,23.6
E05005213,Immanuel,5.4,6.1,78.7,82,5,26.4
E05005214,Milnshaw,5.7,8.1,79.8,80.1,4,30.7
E05005215,Netherton,7.5,11.3,77.2,85.2,5,37.7
E05005216,Overton,4.7,8,76.7,84.7,3,21.1
E05005217,Peel,10.7,9.6,72.1,77.2,3,49.8
E05005218,Rishton,5.9,8.2,78.5,80.6,3,29.6
E05005219,St Andrew's,6.5,8.3,75.7,79.8,2,36.6
E05005220,St Oswald's,3.2,5.2,79.2,84.6,3,15.2
E05005221,Spring Hill,11.4,11.3,72.5,76.4,3,56.5
E05005316,Cribden,3.7,5.8,80.7,84.1,2,14.5
E05005317,Eden,2.5,7.1,79.3,82.1,3,13.2
E05005318,Facit and Shawforth,4.8,6.9,78.9,84.2,3,25.7
E05005319,Goodshaw,3.3,12.3,77.6,78.3,3,13.1
E05005320,Greenfield,4.5,5.4,79.5,85.5,3,18.3
E05005321,Greensclough,6.3,9,77.8,81.2,3,29.5
E05005322,Hareholme,4.8,6.8,77.2,80.6,2,23.4
E05005323,Healey and Whitworth,5.4,8.4,80.4,83.7,1,21.2
E05005324,Helmshore,2.6,5.3,78.8,79.8,2,11.3
E05005325,Irwell,6.1,8.7,79.3,83.3,1,34.8
E05005326,Longholme,5.7,8,78.2,81.1,1,26
E05005327,Stacksteads,7.4,7.4,75.1,82.3,1,40.4
E05005328,Whitewell,5.3,8.3,77.1,82.4,1,26.3
E05005329,Worsley,7.9,9.6,77.5,80.8,2,33
E05005357,Ashurst,4.8,5.2,79.5,83.4,2,19.1
E05005358,Aughton and Downholland,2.9,7.1,81.3,84.3,1,10.7
E05005359,Aughton Park,1.8,3.7,81.8,83,2,5.3
E05005360,Birch Green,8.4,5.7,73.3,75.2,2,43.5
E05005361,Burscough East,2.7,4.5,81.5,83.7,1,13.3
E05005362,Burscough West,3.1,7.5,75.4,80.9,1,12.8
E05005363,Derby,1.4,5.1,80.4,82.3,2,8.2
E05005364,Digmoor,9.5,8.1,75.3,83.2,2,49.9
E05005365,Halsall,3.3,4.5,80.3,81.8,1,14.6
E05005366,Hesketh-with-Becconsall,2.5,6,80.7,84.5,2,10.6
E05005367,Knowsley,2.6,5.7,80.6,83.8,2,9.8
E05005368,Moorside,8.9,9.8,76.1,86.2,2,43.2
E05005369,North Meols,3.8,5.2,78.9,80.8,2,16.9
E05005370,Parbold,1.9,4.2,83.3,87.6,2,5
E05005371,Rufford,2.2,6.2,N/A - not available,83.5,3,8.8
E05005372,Scarisbrick,3.1,5.8,81.1,84.4,3,16.7
E05005373,Scott,3.6,5.8,76.4,80.6,3,16.5
E05005374,Skelmersdale North,5.7,7.3,79.4,79.5,3,31
E05005375,Skelmersdale South,6.1,7.6,75,79.6,3,26.5
E05005376,Tanhouse,8.3,8.9,73.6,75.4,4,41.5
E05005377,Tarleton,2.1,4.4,83.4,85.8,2,8.4
E05005378,Up Holland,3.1,6.6,81,84.2,3,14.7
E05005379,Wrightington,2.4,3.7,79.2,83.4,4,7.8
E05005380,Bickerstaffe,2.1,N/A - not available,N/A - not available,N/A - not available,4,18.1
E05005381,Newburgh,2,N/A - not available,N/A - not available,N/A - not available,2,9.2
E05005408,Blaby South,3,5.7,80.1,86.6,2,13.2
E05005409,Cosby with South Whetstone,1.8,3.8,82.9,87.8,4,6.6
E05005410,Countesthorpe,2.4,4.6,81.1,86.1,2,7
E05005411,Croft Hill,2.8,N/A - not available,83.6,85.4,5,11.3
E05005412,Ellis,2.6,4.4,81.5,86.7,4,9.7
E05005413,Enderby and St John's,3.7,5.9,78.9,85.2,3,15.9
E05005414,Fairestone,2.8,7.2,80.2,87.5,3,14.3
E05005416,Millfield,3.4,N/A - not available,80.9,88.4,3,10.8
E05005417,Muxloe,2,4.9,82.6,86.2,5,6.8
E05005418,Narborough and Littlethorpe,2.7,3.7,79.6,86.2,5,7.6
E05005419,Normanton,2.9,5.6,81.1,84.3,5,10.6
E05005420,North Whetstone,2.1,5.4,80.1,84.2,5,11.3
E05005421,Pastures,1.4,6.1,82.2,84.9,5,4.5
E05005422,Ravenhurst and Fosse,4.4,5.4,81.4,84.8,5,16.8
E05005423,Saxondale,2.6,4.4,80.3,84.3,5,12.5
E05005424,Stanton and Flamville,3,5.5,81.7,82,5,9.5
E05005426,Anstey,2.6,5.5,82.3,86.6,5,11.2
E05005427,Barrow and Sileby West,3,3.3,82,84.8,5,8.4
E05005428,Birstall Wanlip,2.6,7.5,83.6,85.7,5,7.1
E05005429,Birstall Watermead,3.2,6.7,80.2,86.3,5,11.5
E05005430,East Goscote,2.2,5,79.7,82.5,5,8.8
E05005431,Forest Bradgate,1.2,7.4,85.1,86.7,5,8
E05005432,Loughborough Ashby,1.7,6.2,76.7,84.6,5,16.2
E05005433,Loughborough Dishley and Hathern,2.9,5.2,81.4,86.8,2,10.5
E05005434,Loughborough Garendon,2,5.8,79.6,81.7,1,10.6
E05005435,Loughborough Hastings,7.9,7.2,77.4,82.1,1,36.4
E05005436,Loughborough Lemyngton,4.9,6.6,74.5,78.9,1,24.7
E05005437,Loughborough Nanpantan,0.8,5.8,82.3,87.7,2,3.1
E05005438,Loughborough Outwoods,1.5,N/A - not available,82.1,88.7,1,4.3
E05005439,Loughborough Shelthorpe,3.6,6.5,79.6,85,1,18.7
E05005440,Loughborough Southfields,2,8.6,77.5,83.3,3,14
E05005441,Loughborough Storer,2.6,8.1,74.2,79.9,3,21.5
E05005442,Mountsorrel,2.7,6.2,80.2,84.2,3,11.7
E05005443,Queniborough,2.5,6.9,80.7,87.6,2,9.9
E05005444,Quorn and Mountsorrel Castle,2.3,3.7,82.4,86.3,1,8.3
E05005445,Rothley and Thurcaston,1.9,3.8,81.6,86.8,3,7.4
E05005446,Shepshed East,3,4.7,78,80.1,2,14.9
E05005447,Shepshed West,2.7,6.4,79.7,82.7,3,13.3
E05005448,Sileby,2.8,5.3,80.3,86.2,2,13.5
E05005449,Syston East,3,3.5,80.6,83.4,2,15.9
E05005450,Syston West,3.2,8.7,78.9,80.9,3,13.1
E05005451,The Wolds,1.4,4.7,84.9,85.2,3,5.5
E05005452,Thurmaston,3.7,6.9,79.1,81.4,1,16.3
E05005453,Wreake Villages,1.4,N/A - not available,81.6,85.1,1,6.1
E05005479,Ambien,1.9,6,83.2,85.7,2,11.2
E05005480,"Barlestone, Nailstone and Osbaston",3.1,5.6,80.8,89.3,2,10.3
E05005481,Barwell,4.1,4.4,78.8,81.2,5,18.9
E05005482,Burbage St Catherines and Lash Hill,4.2,9.2,80.5,83.8,4,19.1
E05005483,Burbage Sketchley and Stretton,2.1,6.4,84.6,86.3,5,5.4
E05005484,"Cadeby, Carlton and Market Bosworth with Shackerstone",2.6,4.7,79.9,85.2,4,7.2
E05005485,Earl Shilton,4.5,6.7,80.3,83.2,5,18.5
E05005486,Groby,2,3.9,82.7,90.8,4,6.1
E05005487,Hinckley Castle,5.3,6.7,79,82.3,4,20.6
E05005488,Hinckley Clarendon,3.5,5.8,80.9,83.9,4,14.5
E05005489,Hinckley De Montfort,3.3,5.2,80.4,83.5,4,12.5
E05005490,Hinckley Trinity,4,7.1,77.3,81.6,4,18.9
E05005491,"Markfield, Stanton and Fieldhead",2.5,1.9,81.7,85.3,4,9
E05005492,Newbold Verdon with Desford and Peckleton,2.4,6.2,80.6,82.7,4,11.2
E05005493,"Ratby, Bagworth and Thornton",2.5,4.4,81.9,83,4,12.5
E05005494,Twycross and Witherley with Sheepy,1.5,3.4,82.1,86.2,5,12.4
E05005495,Asfordby,3.7,7.7,83.1,83,5,12.3
E05005496,Bottesford,1.6,6.8,81.8,87.1,5,5
E05005497,Croxton Kerrial,2.8,8.9,N/A - not available,N/A - not available,5,21.3
E05005498,Frisby-on-the-Wreake,1.2,N/A - not available,N/A - not available,N/A - not available,5,10.9
E05005499,Gaddesby,1.4,N/A - not available,N/A - not available,N/A - not available,4,13.3
E05005500,Long Clawson and Stathern,1.6,5.3,80.1,86.2,4,7.3
E05005501,Melton Craven,4.8,3.4,84.4,82.5,3,15.9
E05005502,Melton Dorian,3.1,5.4,78.9,84.1,2,11.8
E05005503,Melton Egerton,5.6,4.8,76.9,81,2,19.4
E05005504,Melton Newport,2.9,6.7,83.4,85.7,1,9.2
E05005505,Melton Sysonby,3.4,6.6,79.7,83.8,2,12.6
E05005506,Melton Warwick,4.1,4.1,79.8,82.6,5,16
E05005507,Old Dalby,2,6.2,N/A - not available,83.7,3,13.7
E05005508,Somerby,2.3,N/A - not available,N/A - not available,N/A - not available,3,12.4
E05005509,Waltham-on-the-Wolds,2.5,N/A - not available,N/A - not available,N/A - not available,2,9.7
E05005510,Wymondham,3.2,N/A - not available,N/A - not available,N/A - not available,3,15.9
E05005531,Oadby Brocks Hill,2.8,5,79.8,84.6,3,6.6
E05005532,Oadby Grange,1.7,10.5,83.1,85.6,3,6.1
E05005533,Oadby St Peter's,3.9,7.9,77.9,86.7,3,17
E05005534,Oadby Uplands,3.2,5.7,82.1,87.1,3,7.2
E05005535,Oadby Woodlands,2.3,11.9,81.1,88.6,2,6.3
E05005536,South Wigston,5.1,4.8,76.9,82.4,4,22.3
E05005537,Wigston All Saints,3.9,3.6,78.3,81.8,4,15.4
E05005538,Wigston Fields,4.4,6.5,78.1,83.4,3,21.5
E05005539,Wigston Meadowcourt,3.1,3.7,85.3,93.3,3,9.9
E05005540,Wigston St Wolstan's,3.3,4.9,78.3,82.5,4,11.4
E05005618,Ashby de la Launde and Cranwell,1.5,4.6,81.9,85.1,3,10.7
E05005619,Bassingham and Brant Broughton,2,6.6,79.8,84.8,3,12.3
E05005620,"Billinghay, Martin and North Kyme",3.9,7.6,77.7,81.5,4,24
E05005621,Bracebridge Heath and Waddington East,2.1,6.4,80.9,84.7,5,6.9
E05005622,Branston,2.8,6.3,79.2,83.1,4,12.6
E05005623,Cliff Villages,1.9,6.8,80.6,85.5,4,7.3
E05005624,"Eagle, Swinderby and Witham St Hughs",2.1,4.3,80.7,85.4,4,9.6
E05005625,Heckington Rural,3.3,4.1,81.3,84.5,4,13.3
E05005626,Heighington and Washingborough,2.2,5.5,81.8,84.3,4,6.6
E05005627,Kirkby la Thorpe and South Kyme,3,N/A - not available,78.3,79.9,4,11.9
E05005628,Leasingham and Rauceby,1.7,N/A - not available,N/A - not available,85.7,3,7.8
E05005629,Metheringham,3.1,2.8,80.1,82.5,3,11.6
E05005630,North Hykeham Forum,2.7,4.5,N/A - not available,87.2,2,7.2
E05005631,North Hykeham Memorial,3,3.8,78.6,84.4,3,9.6
E05005632,North Hykeham Mill,2.6,4.2,80.5,83.5,4,10.6
E05005633,North Hykeham Moor,2.7,N/A - not available,83.8,87,1,10.4
E05005634,North Hykeham Witham,2.6,N/A - not available,81.1,82.7,1,14.3
E05005635,Osbournby,2.8,7.1,82.8,86,1,19.4
E05005636,Ruskington,3,9,80,84.9,1,13.3
E05005637,Skellingthorpe,2.3,5.3,80,81.3,1,7.1
E05005638,Sleaford Castle,3.9,9.5,80.4,86.5,1,17.3
E05005639,Sleaford Holdingham,3.9,6.2,78.2,84.9,1,15.3
E05005640,Sleaford Navigation,5.8,3.9,75.1,79.9,1,19.9
E05005641,Sleaford Quarrington and Mareham,2,5.1,84.7,84.9,1,6.3
E05005642,Sleaford Westholme,6.7,6.7,77.4,80.8,1,22
E05005643,Waddington West,1.9,4.3,82.8,83.8,2,9
E05005644,Crowland and Deeping St Nicholas,3.4,7.3,82,82.6,1,16.7
E05005645,"Donington, Quadring and Gosberton",3.5,8,78.2,81.8,2,16.6
E05005646,Fleet,4.3,4.8,75.1,79.4,1,22.5
E05005647,Gedney,4.8,N/A - not available,80,83.2,1,29.9
E05005648,Holbeach Hurn,3.9,N/A - not available,80.2,81.7,1,27.6
E05005649,Holbeach Town,4.9,6.1,79.4,82.8,2,18.1
E05005650,Long Sutton,4.6,7.2,78.1,83.6,1,20.6
E05005651,"Moulton, Weston and Cowbit",3.3,5.6,81.4,83.8,1,16.3
E05005652,Pinchbeck and Surfleet,3.9,5.7,81.6,86.1,2,17.3
E05005653,Spalding Castle,4.9,4.2,82.1,86.1,1,14.8
E05005654,Spalding Monks House,3.2,5,81.5,91.8,2,11.8
E05005655,Spalding St John's,4.7,4.3,76.4,81.5,2,13.5
E05005656,Spalding St Mary's,5.1,6.5,77.3,84.4,1,15.6
E05005657,Spalding St Paul's,4.8,3.1,78.9,83.8,4,22.3
E05005658,Spalding Wygate,2.5,5.6,80.3,82.3,2,7.6
E05005659,Sutton Bridge,5.5,5.1,76.8,83.1,1,26.5
E05005660,The Saints,3.4,5.3,83.3,85.4,2,23.4
E05005661,Whaplode and Holbeach St John's,3,4.3,82.3,81.4,1,20.2
E05005757,Acle,2.8,7.8,80.7,87.1,2,12.1
E05005758,Aylsham,3.2,7.5,81.6,84.8,2,14.5
E05005759,Blofield with South Walsham,2.3,4.7,82.9,84.5,1,10.3
E05005760,Brundall,2.8,4.5,81,84.9,2,10.8
E05005761,Burlingham,2.4,5.4,78.7,83.4,2,12.3
E05005762,Buxton,2.1,N/A - not available,82.5,85.5,2,12.9
E05005763,Coltishall,2.7,5.8,79.9,83.6,1,14.4
E05005764,Drayton North,2.6,5,77.6,N/A - not available,3,10
E05005765,Drayton South,3.2,5.7,81.5,85.3,2,9.4
E05005766,Eynesford,3.6,13.8,80.7,88.7,1,22.4
E05005767,Great Witchingham,2.4,7.8,83.4,86.4,1,15.8
E05005768,Hellesdon North West,2.5,5.8,79.4,83.8,4,13.1
E05005769,Hellesdon South East,2.6,4.5,81.2,83.9,3,10.7
E05005770,Hevingham,2.7,9.2,83.5,86.7,3,16.9
E05005771,Horsford and Felthorpe,2.7,6.2,77.8,83.1,2,11.5
E05005772,Marshes,2.9,7.5,81.1,86.6,2,18.7
E05005773,Old Catton and Sprowston West,2.4,6,84.3,86.8,1,10.5
E05005774,Plumstead,1.5,4,86.5,95.4,2,11.2
E05005775,Reepham,2.6,N/A - not available,80.7,93.3,3,10.3
E05005776,Spixworth with St Faiths,2.7,7.6,80.8,86.2,1,10.2
E05005777,Sprowston Central,3.1,6.3,81.4,86.2,3,13.7
E05005778,Sprowston East,2.6,4.5,83.2,87.3,3,8.2
E05005779,Taverham North,2.2,4.8,77.9,81.3,3,9.5
E05005780,Taverham South,2.1,7.5,81.4,87.2,4,5.9
E05005781,Thorpe St Andrew North West,2.5,4.3,80.8,85.9,2,11.6
E05005782,Thorpe St Andrew South East,2.7,6.8,79.4,82.5,5,10.3
E05005783,Wroxham,2.2,4.2,80.9,81.1,2,12.9
E05005784,Bradwell North,2.7,3.9,81.1,83.8,2,12.1
E05005785,Bradwell South and Hopton,3.8,4.8,80.8,83.5,2,15.9
E05005786,Caister North,4.1,7.5,81.7,85.2,2,18.6
E05005787,Caister South,4.3,4.2,78.7,82,2,23.6
E05005788,Central and Northgate,11.4,6.8,75.5,80.8,2,55.6
E05005789,Claydon,7.7,5.9,77.7,81.3,2,45.4
E05005790,East Flegg,3.6,10.2,77.1,82,2,25.3
E05005791,Fleggburgh,3.2,10.5,83.5,83.5,2,19.9
E05005792,Gorleston,4.2,5,80.7,84.6,2,18.9
E05005793,Lothingland,4.1,8.9,80.7,85.1,2,21.6
E05005794,Magdalen,5.9,8.7,77.6,81.5,2,36.3
E05005795,Nelson,13.2,10.3,72.7,80,2,67.3
E05005796,Ormesby,4,2.9,82.4,85.3,3,18.5
E05005797,St Andrews,6.3,5.2,77.4,85.1,2,30.6
E05005798,Southtown and Cobholm,9,6.4,81.3,82.6,2,44.1
E05005799,West Flegg,3.1,5,80.7,82.8,2,20.4
E05005800,Yarmouth North,6.7,8.8,76.7,82,4,36.3
E05006191,Bentham,2.9,7,82.3,90.2,2,13.1
E05006198,Ingleton and Clapham,1.5,9,82,85,2,14.1
E05006203,Skipton South,4,6.2,76.2,84.2,5,27.3
E05006206,Upper Wharfedale,1.4,N/A - not available,N/A - not available,N/A - not available,4,12.3
E05006297,Amotherby,1.8,N/A - not available,84.1,N/A - not available,1,14.9
E05006298,Ampleforth,1.1,4.3,79,N/A - not available,2,15.1
E05006299,Cropton,1.8,7.3,N/A - not available,N/A - not available,3,18.1
E05006300,Dales,2.3,N/A - not available,N/A - not available,N/A - not available,4,19.4
E05006301,Derwent,2.2,7.3,83.1,87.7,2,20.3
E05006302,Helmsley,2.6,8.2,80.3,86.9,1,14.5
E05006303,Hovingham,1.4,N/A - not available,N/A - not available,N/A - not available,2,8.4
E05006304,Kirkbymoorside,3.1,5.4,82.9,86.7,1,11.9
E05006305,Malton,3.7,5.9,80.7,83.4,4,17.6
E05006306,Norton East,3.4,6.7,78.5,82.3,3,17.7
E05006307,Norton West,3.5,9.7,77.4,82.8,3,12.9
E05006308,Pickering East,2.4,N/A - not available,78,86.4,4,11.7
E05006309,Pickering West,2.4,10.2,80,84.2,1,14.8
E05006310,Rillington,2.5,N/A - not available,N/A - not available,N/A - not available,2,18.4
E05006311,Ryedale South West,1.7,5.8,N/A - not available,N/A - not available,1,15.2
E05006312,Sherburn,2.7,8.3,82.8,84.5,1,18.7
E05006313,Sheriff Hutton,1.4,5.5,N/A - not available,N/A - not available,1,11.7
E05006314,Sinnington,1.8,4.4,N/A - not available,N/A - not available,2,19.1
E05006315,Thornton Dale,2.1,N/A - not available,80.6,85,2,13.9
E05006316,Wolds,1.8,3.3,N/A - not available,84.1,2,21.9
E05006377,Beckingham,2.6,5.4,83.8,82,1,13.1
E05006378,Blyth,2.6,N/A - not available,81.9,82.1,2,11.8
E05006379,Carlton,3.6,8.3,80.1,82.7,2,24.6
E05006380,Clayworth,3,N/A - not available,N/A - not available,N/A - not available,1,12.9
E05006381,East Markham,1.6,4.7,79,87.2,2,14.2
E05006382,East Retford East,5.1,7.4,77,81.3,1,23.3
E05006383,East Retford North,3.3,5.9,78.2,82.3,2,19.9
E05006384,East Retford South,4.3,6.5,76.4,84.5,2,23.5
E05006385,East Retford West,5.1,5.5,77.8,82,2,20.3
E05006386,Everton,2.3,7.1,82.5,86.2,2,13
E05006387,Harworth,5.1,8.2,77.7,81.1,2,30.1
E05006388,Langold,4.7,5.7,79.7,80.6,2,33.2
E05006389,Misterton,3.7,7.5,77.6,80.5,1,14.6
E05006390,Rampton,2.2,N/A - not available,77.5,83.1,5,33.6
E05006391,Ranskill,3.5,4.3,79.3,84.2,5,15.8
E05006392,Sturton,2.7,N/A - not available,82.6,88.4,5,8.9
E05006393,Sutton,2.5,5.5,79.6,79.6,5,23.4
E05006394,Tuxford and Trent,3.3,7,80.8,82.6,5,19.3
E05006395,Welbeck,2.4,4.4,N/A - not available,N/A - not available,5,29.8
E05006396,Worksop East,4.2,7.5,79.6,84.5,5,25.2
E05006397,Worksop North,2.3,5.1,79.1,81.8,5,14.4
E05006398,Worksop North East,3.1,5.6,79.1,82,5,16.9
E05006399,Worksop North West,4.4,7.7,76.9,80.6,5,24.1
E05006400,Worksop South,3.8,5.9,81.7,84.2,5,15.6
E05006401,Worksop South East,6.8,7.6,74.1,77.6,5,46.5
E05006627,Alvescot and Filkins,2.6,N/A - not available,N/A - not available,N/A - not available,5,15.5
E05006628,Ascott and Shipton,1.7,5.3,N/A - not available,83,5,4.9
E05006629,Bampton and Clanfield,2.4,3.1,83.3,84.5,5,7.8
E05006632,Carterton North East,2.4,3.7,79.3,82.6,5,6.6
E05006634,Carterton South,1.5,6.2,81.4,87.6,5,5.6
E05006637,Chipping Norton,3.3,3.9,78.1,80,5,10.8
E05006638,Ducklington,3.5,N/A - not available,86.1,88.4,5,9.2
E05006639,Eynsham and Cassington,3.5,6.5,81.1,85.6,4,9.2
E05006640,Freeland and Hanborough,2.1,6.5,81.7,84.5,5,4
E05006642,"Kingham, Rollright and Enstone",2.1,9.1,83.8,89.6,5,12.8
E05006643,Milton-under-Wychwood,2,N/A - not available,83.3,86.9,5,6.9
E05006644,North Leigh,2.7,6.4,N/A - not available,N/A - not available,5,6.2
E05006645,"Standlake, Aston and Stanton Harcourt",3.5,4.7,82,85.1,5,9
E05006646,Stonesfield and Tackley,2.9,5.1,87.1,88.5,4,6.8
E05006647,The Bartons,1.5,N/A - not available,N/A - not available,84.5,5,9.4
E05006648,Witney Central,4.4,2.8,79,82.8,5,13
E05006649,Witney East,2.5,4.3,81.7,83.4,1,8.3
E05006650,Witney North,2.8,4.4,82.6,84.4,2,9.1
E05006651,Witney South,3.5,6.6,80.5,88.1,2,11.9
E05006652,Witney West,2.5,4.6,85.7,88.2,2,6.8
E05006653,Woodstock and Bladon,2.2,5.8,81.7,85.2,2,4.5
E05006760,Ammerdown,2.8,N/A - not available,78.8,85.1,3,N/A - not available
E05006761,"Ashwick, Chilcompton and Stratton",2.4,5.3,80.5,81.4,1,12.4
E05006762,Beckington and Selwood,3,5,84.1,90.3,2,13.8
E05006763,Butleigh and Baltonsborough,2.8,3.6,86,84.7,2,12
E05006764,Chewton Mendip and Ston Easton,2,N/A - not available,81.1,86.3,2,N/A - not available
E05006765,Coleford and Holcombe,3.1,5.1,81.5,85,3,16.8
E05006766,"Cranmore, Doulting and Nunney",3,4.3,81.4,87.4,3,18.2
E05006767,Creech,3.6,11.3,81.7,82.8,2,11.9
E05006768,Croscombe and Pilton,3.1,N/A - not available,84.5,86.1,3,17
E05006769,Frome Berkley Down,2.7,3.9,81.5,82.9,2,13.1
E05006770,Frome College,2.4,4.4,85.1,92.6,2,9.6
E05006771,Frome Keyford,4.8,4.8,79.8,87.6,2,19.9
E05006772,Frome Market,5.9,4.7,77.3,79.7,1,26.3
E05006773,Frome Oakfield,4.1,5.4,77.9,82.1,3,17.6
E05006774,Frome Park,3.7,7.9,80.9,85.6,2,19.1
E05006775,Glastonbury St Benedict's,7.8,4.6,75.4,79.6,2,31.5
E05006776,Glastonbury St Edmund's,9.5,6.4,77.6,82.1,2,27.6
E05006777,Glastonbury St John's,6.4,8.4,78.7,82.1,2,21.6
E05006778,Glastonbury St Mary's,7.3,N/A - not available,N/A - not available,84.7,2,17.8
E05006779,Moor,3.8,4.6,86.2,85.2,3,15.8
E05006780,Postlebury,2.3,N/A - not available,83.4,83.8,3,17.7
E05006781,Rode and Norton St Philip,2.6,2.7,83.4,88.4,4,12
E05006782,Rodney and Westbury,3.4,6.8,N/A - not available,87.9,3,15.7
E05006783,St Cuthbert Out North,2.6,6.5,79.7,83.7,3,13.6
E05006784,Shepton East,5,6.6,79.6,85.3,3,16.8
E05006785,Shepton West,3.5,9.1,79.9,86.3,2,16.1
E05006786,Street North,4.6,2.7,80.2,84.4,2,19.2
E05006787,Street South,3,10.5,78.4,82.4,2,15
E05006788,Street West,3,7.5,85.3,86.1,2,7.6
E05006789,The Pennards and Ditcheat,2.7,4.5,79.7,81.7,4,17.3
E05006790,Wells Central,5.9,N/A - not available,80.3,88,5,14.1
E05006791,Wells St Cuthbert's,4.9,4.6,81.4,83.8,4,20.3
E05006792,Wells St Thomas',2.7,6.4,84.3,88.5,5,8.6
E05006793,Wookey and St Cuthbert Out West,3.8,4.1,80.2,79.6,5,16.5
E05006902,Brereton and Ravenhill,3.5,7.1,80.3,82,4,21.6
E05006903,Cannock East,6,5,76.5,82.4,4,29.5
E05006904,Cannock North,6.8,9.5,75.5,81.6,4,34.3
E05006905,Cannock South,6.2,10,77.8,83.1,4,29.4
E05006906,Cannock West,3.4,12.8,82.5,85.2,4,13.2
E05006907,Etching Hill and The Heath,3.3,7.5,80.8,86.6,2,17.8
E05006908,Hagley,3.6,9.7,78.4,N/A - not available,1,22.7
E05006909,Hawks Green,2.2,6.7,76.8,81.2,1,9.5
E05006910,Heath Hayes East and Wimblebury,3.3,6,77.9,81.8,2,15.9
E05006911,Hednesford Green Heath,2.9,7.7,82.1,86.5,1,10.7
E05006912,Hednesford North,4.9,7.9,78.2,80.9,1,27.8
E05006913,Hednesford South,2.6,8.7,77.9,83.8,2,11.6
E05006914,Norton Canes,4.1,7.7,78.4,84.3,1,20.9
E05006915,Rawnsley,3.5,5.2,77.4,78.2,1,17.3
E05006916,Western Springs,3.3,9.1,78.3,80.6,1,17.5
E05006917,Abbey,1.4,4.2,80.9,85.2,1,14.2
E05006918,Anglesey,7.8,7.5,75.8,78.5,1,30.1
E05006919,Bagots,2,6.6,83.3,88.7,1,10.8
E05006920,Branston,3.1,7.5,78.3,84.9,2,10.8
E05006921,Brizlincote,1.8,7.3,82,84.5,3,7.2
E05006922,Burton,7.7,4.3,75.3,79.9,1,34.7
E05006923,Churnet,2.1,7.4,N/A - not available,82.4,1,13.6
E05006924,Crown,2.7,3.3,80.5,84.1,1,18
E05006925,Eton Park,6.8,7.7,81.6,80.6,1,33.1
E05006926,Heath,2.4,5.6,80.1,81.1,1,16.5
E05006927,Horninglow,4.9,6.7,74.9,80.9,2,24.2
E05006928,Needwood,1.9,1.9,82.4,86.2,2,7.6
E05006929,Rolleston on Dove,1.1,6.5,81.6,87.4,2,8.2
E05006930,Shobnall,7.1,7.1,74.8,79.5,2,31.1
