Code,Label,unemploy,low_birth_weight,male_exp,fem_exp,obesity,deprivation
E05010304,Weston-super-Mare South Worle,2.8,4,78.2,82.2,3,16.3
E05010305,Weston-super-Mare Uphill,4.3,6,80.4,84.7,2,13.4
E05010306,Weston-super-Mare Winterstoke,3.1,4.9,81.9,85.2,4,18.4
E05010307,Wick St Lawrence & St Georges,2.3,2.6,80.2,84.3,3,12.4
E05010308,Winford,1.8,3.8,84.3,86.5,3,12.2
E05010309,Wrington,1.7,3.3,85.7,89.3,4,6.9
E05010310,Yatton,2.2,2.7,81.5,85.3,4,10
E05010311,Acomb,2.7,8.4,79.8,81.8,3,12.5
E05010312,Bishopthorpe,1.7,N/A - not available,85.8,87.6,3,5.9
E05010313,Clifton,3.6,6.3,76.9,82.1,4,22.7
E05010314,Copmanthorpe,1.5,N/A - not available,87.1,91.8,3,3.3
E05010315,Dringhouses & Woodthorpe,2.2,7.4,82.4,86.9,3,9.6
E05010316,Fishergate,1.7,7.1,76.9,81.8,3,9.4
E05010317,Fulford & Heslington,1.8,7.2,80.5,85.6,2,5.9
E05010318,Guildhall,2.4,6.8,79,82.9,2,15
E05010319,Haxby & Wigginton,1.5,5.5,82.7,83.9,5,5.2
E05010320,Heworth,3.4,7.6,75.4,81.3,3,15.6
E05010321,Heworth Without,1.9,2.9,80,87.6,5,4.8
E05010322,Holgate,3.3,5.8,80.1,84.7,4,13.3
E05010323,Hull Road,1.7,9.5,78.9,82.3,2,10.3
E05010324,Huntington & New Earswick,2.5,5.3,80.6,84.4,3,12.6
E05010325,Micklegate,2.7,6.2,81.1,83.7,3,11.8
E05010326,Osbaldwick & Derwent,1.9,5,80.3,83.1,4,6.3
E05010327,Rawcliffe & Clifton Without,2,6,80,83.1,4,6.5
E05010328,Rural West York,1.6,5.5,80.9,84.1,5,5.8
E05010329,Strensall,1.5,3.8,83,85.1,1,7.1
E05010330,Westfield,5,7,76.1,80.6,2,26.4
E05010331,Wheldrake,1.3,6.7,82.3,84,4,4.2
E05010365,Bocking Blackwater,2.8,6.5,78.9,82.2,2,10.4
E05010366,Bocking North,4.4,7.4,80.6,80.7,4,21.9
E05010367,Bocking South,5.3,8.1,77.3,78.9,3,26
E05010368,Braintree Central & Beckers Green,5.4,6.2,78.9,81.9,5,22.8
E05010369,Braintree South,4.9,6.9,78.7,83.6,2,16.8
E05010370,Braintree West,3.1,5.4,82.9,87.2,4,11.6
E05010371,Bumpstead,2.7,10.5,86.2,87.5,3,7.8
E05010372,Coggeshall,2.9,10.2,80.4,84.3,2,9.3
E05010374,Great Notley & Black Notley,2.2,10.9,82.1,84.7,5,6.5
E05010378,Hedingham,3.5,4.5,80.3,83.5,2,11.4
E05010379,Kelvedon & Feering,2.5,5.9,79.7,86,2,7.9
E05010380,Rayne,1.8,N/A - not available,81.7,86.4,3,9.8
E05010382,Stour Valley North,2.8,5.5,83.2,85.7,2,16.7
E05010383,Stour Valley South,2.7,4.7,84.3,85.8,3,13.4
E05010384,The Colnes,3.3,2.8,80.5,81.9,1,11.3
E05010385,Three Fields,2.4,6,81.8,88.2,1,14
E05010388,Witham South,3.6,4.9,82.6,82.8,1,12.4
E05010389,Witham West,4.9,9,81.1,83.3,1,18.9
E05010390,Yeldham,3,5.7,85.5,86.7,1,13.5
E05010392,Beltinge,4,3.8,79.4,82.9,1,13.8
E05010393,Blean Forest,0.9,4.9,79.9,85.9,1,6.4
E05010395,Chestfield,2.9,2.5,83.9,84.8,1,8.5
E05010396,Gorrell,4.6,4.6,79.9,82.4,1,17.8
E05010397,Greenhill,4.9,2.5,79.9,84,1,25.6
E05010398,Herne & Broomfield,2.7,4.1,78.2,84.6,1,12
E05010399,Heron,5.9,5,76.8,81.4,1,26
E05010402,Northgate,5.4,6,75.8,81.8,1,30.9
E05010404,Seasalter,3.3,5.2,80.5,82.3,1,13.9
E05010405,St Stephen's,3.6,6.5,81.3,85.2,1,16.5
E05010407,Swalecliffe,3.2,N/A - not available,81.7,81.9,2,16.2
E05010408,Tankerton,2.7,N/A - not available,77.6,85.6,1,5
E05010409,West Bay,5.1,4.5,79.6,83.2,1,26.8
E05010410,Westgate,3.1,4.5,79.4,83.7,2,16.4
E05010411,Wincheap,4.6,4.9,76.6,81.8,3,18.5
E05010412,Bank Top & Lascelles,8.8,8.4,72.2,75.5,3,42.4
E05010413,Brinkburn & Faverdale,2.7,6.8,82.2,88.3,3,14.8
E05010414,Cockerton,6.4,6.2,76.1,83,2,36.2
E05010415,College,2.1,N/A - not available,81.8,83.8,1,7.1
E05010416,Eastbourne,7.3,8.7,77.8,79.2,1,31.2
E05010417,Harrowgate Hill,3.4,6,81.3,86.9,2,14.6
E05010418,Haughton & Springfield,5.1,7.3,79.9,77.4,2,28.7
E05010419,Heighington & Coniscliffe,2.4,5.6,82.8,85.5,1,12.1
E05010420,Hummersknott,1,N/A - not available,82.7,83.2,2,5.9
E05010421,Hurworth,2.2,7.5,81,85.8,1,11.5
E05010422,Mowden,2,5.8,85.4,88.9,1,4.1
E05010423,North Road,8.9,7.9,75.4,80,2,41.1
E05010424,Northgate,11.7,8.6,76.4,78.6,1,41.7
E05010425,Park East,10.5,9.2,73.1,81.1,1,50.5
E05010426,Park West,2.3,5.4,79.9,90.5,1,14.5
E05010427,Pierremont,6.1,7,78.8,83.9,3,23.7
E05010428,Red Hall & Lingfield,6.2,11.3,77.5,82.3,3,36.4
E05010429,Sadberge & Middleton St George,2.5,4.9,82.1,83.1,4,11.8
E05010430,Stephenson,7.7,7.8,72.1,77.1,3,37.3
E05010431,Whinfield,4.2,5.5,84.1,83.3,3,19.6
E05010458,Abbey,7,6.4,77.5,80.9,4,36.5
E05010459,Aylestone,5.8,7.2,78.9,80.4,3,26.6
E05010460,Beaumont Leys,7.8,7.3,77.3,81.5,3,34.1
E05010461,Belgrave,5.7,12,77.5,83.1,2,29.8
E05010462,Braunstone Park & Rowley Fields,8.7,7.6,73.9,78.3,2,45.3
E05010463,Castle,3.6,7.9,77,84.1,3,22.4
E05010464,Evington,6.4,8.2,78.2,82,3,25.3
E05010465,Eyres Monsell,7.9,6.7,75.9,80.6,2,48.8
E05010466,Fosse,7.5,7.6,75.9,82.3,2,34.9
E05010467,Humberstone & Hamilton,5.2,7.8,77.5,81.6,2,22.2
E05010468,Knighton,3.8,8.3,78.6,82.5,2,14.3
E05010469,North Evington,5.9,12.7,77.1,83.6,3,31.5
E05010470,Rushey Mead,5.2,10.2,77.9,84.1,4,24.3
E05010471,Saffron,5.9,8.1,71.4,78.9,2,45.2
E05010472,Spinney Hills,6.1,9.7,79.7,83.9,2,26.2
E05010473,Stoneygate,7.5,8.8,78.1,85.6,2,25.8
E05010474,Thurncourt,6.1,8.1,76.6,81.8,3,29.2
E05010475,Troon,6.5,8.7,75.6,82.3,3,29.1
E05010476,Westcotes,5.8,7,75.1,80.9,2,26.3
E05010477,Western,8.4,8.1,75.1,79.9,3,40.7
E05010478,Wycliffe,8.4,9.6,77.5,82.5,2,38.3
E05010479,Barlaston,2.9,4.2,80.2,82.7,2,15.8
E05010480,Baswich,1.3,4.5,81.9,87.8,1,3.5
E05010481,Common,5,6.6,74.2,79.4,2,27.5
E05010482,Coton,3.7,6.9,80.7,84.8,2,18
E05010483,Doxey & Castletown,5.3,8.8,77.3,84,3,23.6
E05010484,Eccleshall,1.9,5.6,82.3,85.4,2,12.9
E05010485,Forebridge,5.1,3.9,77,81.5,2,21.1
E05010486,Fulford,2.2,7.4,81.5,82.8,1,12.6
E05010487,Gnosall & Woodseaves,2.3,8.1,81.7,85.6,2,10.9
E05010488,Haywood & Hixon,1.8,4.1,80.8,86.3,2,6.8
E05010489,Highfields & Western Downs,5.8,10.2,77.1,82.5,3,26.4
E05010490,Holmcroft,3.7,7.3,79.8,84.9,1,13.3
E05010491,Littleworth,3.6,7,78.3,82.5,2,10
E05010492,Manor,4.4,8.3,79.1,82.7,1,20.8
E05010493,Milford,1.4,9.6,83.1,86.6,1,3.9
E05010494,Milwich,1.9,5.6,82,85.6,2,10.8
E05010495,Penkside,5.8,6.3,76.5,83.6,1,23.7
E05010496,Rowley,2.5,8.6,79.7,82.5,1,11.6
E05010497,St Michael's & Stonefield,2.7,4.8,81.4,84.5,5,12.1
E05010498,Seighford & Church Eaton,1.5,8.1,80,81.9,4,10.6
E05010499,Swynnerton & Oulton,2.2,8.1,81.8,85.8,5,8.6
E05010500,Walton,3.4,5.9,77.8,84.3,4,15.1
E05010501,Weeping Cross & Wildwood,1.8,4.7,85.4,86.3,5,3.5
E05010502,Aggborough & Spennells,3.6,8.6,79.9,82.4,5,20.5
E05010503,Areley Kings & Riverside,5.5,9.2,78.3,83.6,2,23.4
E05010504,Bewdley & Rock,3.1,5.4,80.2,84.3,4,17.1
E05010505,Blakebrook & Habberley South,5.7,7.1,76,82.1,4,21.9
E05010506,Broadwaters,5.8,8.5,78,81.5,4,31.8
E05010507,Foley Park & Hoobrook,6.1,11.6,79.3,83.5,5,36.9
E05010508,Franche & Habberley North,3.6,8.7,79.9,84.2,4,19.1
E05010509,Lickhill,2.4,9.4,76.7,86,4,12.5
E05010510,Mitton,3.5,6.8,79.1,84.2,4,19.7
E05010511,Offmore & Comberton,4.7,7.6,79.3,82.3,5,20.8
E05010512,Wribbenhall & Arley,3,8.4,78.9,83,4,22.2
E05010513,Wyre Forest Rural,2.8,6.3,80.4,83,5,17.5
E05010514,Attenborough & Chilwell East,2.1,3.1,80.3,82.1,4,8
E05010515,"Awsworth, Cossall & Trowell",2.8,5,81.9,86,4,12.8
E05010516,Beeston Central,2.9,5.8,77.2,80.5,4,18.2
E05010517,Beeston North,3.7,5.5,80.6,84.1,4,17.1
E05010518,Beeston Rylands,3.6,4.3,78.5,80.1,5,13.7
E05010519,Beeston West,2.3,4.1,78.3,82.2,3,9.9
E05010520,Bramcote,1.8,5.7,82.5,85.2,4,5.8
E05010521,Brinsley,3.2,N/A - not available,80.4,83.1,5,15.7
E05010522,Chilwell West,4,6.6,80.6,81.7,5,17.4
E05010523,Eastwood Hall,1.9,N/A - not available,80.8,85.9,5,12.1
E05010524,Eastwood Hilltop,4.2,8.1,76.5,80.9,5,22.7
E05010525,Eastwood St Mary's,6.1,6.6,78.4,82.1,5,36.4
E05010526,Greasley,2.4,4.9,81.2,83.5,5,8.5
E05010527,Kimberley,4.1,6.5,80.9,84.1,4,15.8
E05010528,Nuthall East & Strelley,2.4,5.5,82.3,82.3,4,7.4
E05010529,Stapleford North,5.8,5.9,80.1,86,5,22.4
E05010530,Stapleford South East,4.1,5.5,80.1,84.5,5,16.1
E05010531,Stapleford South West,5.2,7.3,79.9,84.3,5,19
E05010532,Toton & Chilwell Meadows,1.5,4.5,82.2,86.4,5,3.5
E05010533,Watnall & Nuthall West,2.7,4.6,82.6,82.8,4,13.1
E05010550,Bere Ferrers,3.5,8.8,78.6,83.2,4,20.4
E05010551,Bridestowe,2.2,N/A - not available,79.3,82.4,4,23.4
E05010552,Buckland Monachorum,1.6,N/A - not available,83.2,83,4,11.8
E05010553,Burrator,2.5,2.3,83.6,83.5,1,14.9
E05010554,Chagford,4.3,17.9,N/A - not available,N/A - not available,2,13.1
E05010555,Dartmoor,2.1,9.8,85.4,N/A - not available,2,25.7
E05010556,Drewsteignton,2.3,4.2,N/A - not available,N/A - not available,1,19.4
E05010557,Exbourne,2.9,7.1,83.4,84.1,2,19.6
E05010558,Hatherleigh,2.8,6.1,79.4,84.5,2,22.9
E05010559,Mary Tavy,2,N/A - not available,N/A - not available,N/A - not available,3,20.5
E05010560,Milton Ford,1.9,5.4,N/A - not available,N/A - not available,3,22
E05010561,Okehampton North,4.2,8.1,78.7,83.8,3,17.6
E05010562,Okehampton South,3.7,5.2,81.6,83.8,1,19
E05010563,South Tawton,3,14.1,N/A - not available,N/A - not available,2,21.3
E05010564,Tamarside,2.7,5.1,N/A - not available,N/A - not available,2,19.6
E05010565,Tavistock North,2.9,7.1,81.2,82.8,1,12.3
E05010566,Tavistock South East,2.4,4.5,78.3,86.7,4,15.3
E05010567,Tavistock South West,3.3,5.5,81,84.7,3,16
E05010604,Awsworth Road,6.5,5.7,74.7,80.2,1,32.5
E05010605,Breaston,1.9,8.5,81.4,84.9,4,7.7
E05010606,Cotmanhay,7.3,7.5,77.2,81.5,1,46.3
E05010607,Derby Road East,5.3,7.5,78.9,81.9,3,23.6
E05010608,Derby Road West,3.5,5.1,79.7,84.9,2,16.6
E05010609,Draycott & Risley,2.6,7.9,79.2,84.1,1,13.7
E05010610,Hallam Fields,3.9,5.7,83.8,86.2,2,18
E05010611,Kirk Hallam & Stanton-by-Dale,4.1,9.1,78.5,80.9,2,32
E05010612,Larklands,5.2,6,77,82.2,1,27.7
E05010613,Little Eaton & Stanley,1.8,4.1,84.1,89.8,1,7
E05010614,Little Hallam,4.8,6.9,77.1,79.6,3,21
E05010615,Long Eaton Central,5.1,4.8,78.5,82.9,1,20.3
E05010616,Nottingham Road,5.1,7.4,79.2,82.5,1,15.7
E05010617,Ockbrook & Borrowash,3.2,7.1,79.3,83.4,1,10.8
E05010618,Sandiacre,4.1,5.2,78.3,81.9,1,17.9
E05010619,Sawley,3.8,8.1,80.1,84.4,2,17.5
E05010620,Shipley View,1.8,10.4,78.6,82.8,2,6.5
E05010621,West Hallam & Dale Abbey,1.9,5.6,81.3,84.8,3,8.9
E05010622,Wilsthorpe,2.8,6.6,80.2,84.7,2,11.1
E05010623,Barms,5.2,N/A - not available,77.5,81,2,25.3
E05010624,Blackbrook,2.3,7.4,81.5,82.3,1,9
E05010625,Burbage,2.1,2.3,78.3,88.4,2,8.8
E05010626,Buxton Central,4.7,6.6,77.1,81.9,2,18.9
E05010627,Chapel East,2.8,6.6,77.9,84.8,1,14.2
E05010628,Chapel West,2.1,8.6,81.2,83.7,1,11.1
E05010629,Corbar,4.1,6.3,76.9,77.1,2,14.6
E05010630,Cote Heath,3.1,5.8,78.2,83.9,1,13.7
E05010631,Dinting,2,3.4,N/A - not available,88.8,2,5
E05010632,Gamesley,7.7,8.8,N/A - not available,75.5,2,52.4
E05010633,Hadfield North,4.6,9.3,74.4,78.7,3,25.5
E05010634,Hadfield South,3.2,3.9,76,80.9,2,14.3
E05010635,Hayfield,1.6,N/A - not available,82,N/A - not available,1,8.6
E05010636,Hope Valley,1.5,3.5,81.8,88.3,4,10
E05010637,Howard Town,4.4,4.1,76.3,82,3,19.7
E05010638,Limestone Peak,3,5.7,78.2,N/A - not available,2,19.9
E05010639,New Mills East,4.1,7.4,77.9,79.7,1,26.3
E05010640,New Mills West,2.7,6.6,83.4,85.6,2,10.1
E05010641,Old Glossop,2.4,2.6,83.5,86,1,10
E05010642,Padfield,2.5,2,78.2,84.6,1,13.4
E05010643,St John's,3.2,3.8,N/A - not available,N/A - not available,2,13.5
E05010644,Sett,1.9,N/A - not available,N/A - not available,84.6,2,10.2
E05010645,Simmondley,1.7,4.7,83.2,85.6,2,4.4
E05010646,Stone Bench,4.7,6.4,77,81.7,5,30.8
E05010647,Temple,1.1,N/A - not available,N/A - not available,86,1,4.5
E05010648,Tintwistle,3.6,N/A - not available,83.5,84,1,18.7
E05010649,Whaley Bridge,2.7,6.5,81.1,86.4,1,9.6
E05010650,Whitfield,5,8.2,76.1,80.2,1,30.6
E05010651,Alrewas & Fradley,2,9.1,82.4,85.9,1,6.1
E05010652,Armitage with Handsacre,2.8,4.7,78.4,79.6,1,12.3
E05010653,Boley Park,1.8,4.5,83.9,86.7,1,4.4
E05010654,Boney Hay & Central,3.6,8.9,79.2,83,1,15.8
E05010655,Bourne Vale,2.4,N/A - not available,79.3,83.8,3,16.1
E05010656,Chadsmead,5.7,6.4,79.4,86.2,1,24.3
E05010657,Chase Terrace,3,6.9,79.4,80.9,1,11.1
E05010658,Chasetown,5.2,9.3,78,80.2,2,24.7
E05010659,Colton & the Ridwares,2,13.3,84.3,82.3,1,12.3
E05010660,Curborough,5.9,7.9,78.2,83,1,23.1
E05010661,Fazeley,5,6.1,79.2,81.1,1,20.7
E05010662,Hammerwich with Wall,2.4,4.3,81.3,84.6,1,8.5
E05010663,Highfield,2.3,8.9,80.7,84.5,1,5.2
E05010664,Leomansley,2.9,5.9,80.5,85.3,1,9
E05010665,Little Aston & Stonnall,1.6,3.8,83.4,84.5,1,5.1
E05010666,Longdon,2.8,N/A - not available,N/A - not available,84.8,1,11
E05010667,Mease Valley,3.3,10.9,N/A - not available,N/A - not available,1,12.9
E05010668,St John's,2.7,8.7,84.1,88.6,1,8.6
E05010669,Shenstone,2.9,8.7,83.6,87.2,null - undefined,11.1
E05010670,Stowe,4,5.5,78.5,83,1,15.5
E05010671,Summerfield & All Saints,4.1,8.6,79.2,82,1,15.7
E05010672,Whittington & Streethay,2.6,2.5,80.6,84.1,1,9.2
E05010673,Abbey Hill,7.5,6.6,N/A - not available,81.3,1,41.9
E05010674,Annesley & Kirkby Woodhouse,3.6,4.8,80.1,82.9,1,18.8
E05010675,Ashfields,2.8,7.8,82.1,86.4,1,11.9
E05010676,Carsic,6.4,4.9,75.2,81.4,1,49.4
E05010677,Sutton Central & New Cross,6.6,7.5,74.5,78.2,1,40.4
E05010678,Hucknall Central,5,6,77.8,83.2,1,21.9
E05010679,Hucknall North,4.3,6.2,80.8,84.2,1,21.9
E05010680,Hucknall South,5.9,6.6,77.7,80.8,1,27.6
E05010681,Hucknall West,4.8,8.1,78,81.1,1,24.1
E05010682,Huthwaite & Brierley,5.1,5,76.8,82.1,1,25.1
E05010683,Jacksdale & Westwood,4.7,7,78.1,82.1,1,19.7
E05010684,Kingsway,3.3,3.6,84.2,87.4,1,21.2
E05010685,Kirkby Cross & Portland,4,10.6,77,79.3,1,18.6
E05010686,Larwood,1.5,5.6,81.9,84.2,1,16.7
E05010687,Leamington,7.7,7.2,72,76.1,1,44
E05010688,Sutton St Mary's,5.1,9,78.8,81,1,23.1
E05010689,Selston,3.8,5.3,78.1,82.1,1,19.7
E05010690,Skegby,3.8,7,77.7,80.7,1,25.5
E05010691,Stanton Hill & Teversal,6.2,8.5,79.7,81.5,1,30.3
E05010692,Greenwood & Summit,6.4,8.5,74.6,80.2,2,40.9
E05010693,Sutton Junction & Harlow Wood,2.4,5.4,85,90.3,1,14.9
E05010694,The Dales,3.5,4.2,78.1,79.4,1,18
E05010695,Underwood,2.2,7.4,82.1,86.6,1,13.2
E05010696,Abbey,2.6,N/A - not available,82.8,84.8,1,3.9
E05010697,Blockley,2.1,4.8,80,87.6,1,13.6
E05010698,Bourton Vale,2.4,8.1,82,88.1,1,15.4
E05010699,Bourton Village,2.6,5.2,78.9,83.7,4,8.9
E05010700,Campden & Vale,2.9,6.2,82.2,86.4,4,9.2
E05010701,Chedworth & Churn Valley,1.9,4.4,82.8,89.3,4,15.8
E05010702,Chesterton,3.7,N/A - not available,81.7,80.8,5,13.3
E05010703,Coln Valley,2.3,N/A - not available,83.2,87.1,4,7.3
E05010704,Ermin,1.9,13.9,84.3,83.3,5,14.9
E05010705,Fairford North,3,6.6,N/A - not available,83.1,5,7.2
E05010706,Fosseridge,1.9,N/A - not available,84.2,87.8,5,12.7
E05010707,Four Acres,2.6,4.1,N/A - not available,N/A - not available,4,7.3
E05010708,Grumbolds Ash with Avening,1.7,8.1,81.6,82.8,5,13.2
E05010709,Kemble,2.3,4.6,82.1,89.2,4,11.3
E05010710,"Lechlade, Kempsford & Fairford South",2.3,5.3,83.2,85.8,4,8
E05010711,Moreton East,2.6,5.2,82.5,83.5,4,9.2
E05010712,Moreton West,3.2,7.6,83.4,86.1,4,16.1
E05010713,New Mills,3.4,6.3,82.4,86.5,5,14.3
E05010714,Northleach,2.2,5.9,82.6,85.1,5,10.7
E05010715,St Michael's,3.4,5,85.1,87.1,4,11.4
E05010716,Sandywell,2.3,4.8,79.3,91.6,5,14.6
E05010717,Siddington & Cerney Rural,2,5.1,78.9,82.2,4,11.5
E05010718,South Cerney Village,2.2,4.6,82.7,83.2,5,6.6
E05010719,Stow,2.9,N/A - not available,81.6,83.6,4,10.8
E05010720,Stratton,1.2,4,82.8,84.2,4,2.7
E05010721,Tetbury East & Rural,2.5,N/A - not available,82.4,83.9,4,3.7
E05010722,Tetbury Town,4.3,7.8,N/A - not available,N/A - not available,3,7.1
E05010723,Tetbury with Upton,3.4,8.5,81.7,84.9,4,10.8
E05010724,The Ampneys & Hampton,2.1,6.4,83.9,83.2,3,12.1
E05010725,The Beeches,3.1,8.3,82.3,84.3,3,15
E05010726,The Rissingtons,1.9,8.3,81.6,87.9,3,12.4
E05010727,Watermoor,5.5,4.6,75.6,80.1,3,18.7
E05010728,Adwick le Street & Carcroft,7.2,9.5,75.3,78.1,3,41.5
E05010729,Armthorpe,4.2,8.9,78.8,80.8,3,22.1
E05010730,Balby South,7,11.1,75.4,80.4,3,37.6
E05010731,Bentley,7.1,7.2,75.8,81.4,3,34.6
E05010732,Bessacarr,4.1,7.9,80.9,84.7,3,19.6
E05010733,Conisbrough,6.1,6.6,77.1,80.3,4,39.9
E05010734,Edenthorpe & Kirk Sandall,2.9,6.3,80.5,83.7,4,14.6
E05010735,Edlington & Warmsworth,6.6,9.1,76.9,81.6,4,32.2
E05010736,Finningley,2.9,4.2,82,83.7,3,11.1
E05010737,Hatfield,4.2,6.3,78.5,81.2,3,26.5
E05010738,Hexthorpe & Balby North,12.6,8.2,75.7,79.7,3,47.4
E05010739,Mexborough,7.5,7.9,74.5,79,4,43.6
E05010740,Norton & Askern,4.9,8,78.8,82.2,3,28.5
E05010741,Roman Ridge,3.8,6.1,80.1,84.9,3,17.9
E05010742,Rossington & Bawtry,5.1,7.3,78.2,79.9,3,26.6
E05010743,Sprotbrough,2.2,6.1,82.4,83.5,4,13.3
E05010744,Stainforth & Barnby Dun,7.2,7.5,78.3,81.5,3,35.1
E05010745,Thorne & Moorends,5.7,8,75.8,79.2,5,33.4
E05010746,Tickhill & Wadsworth,2.3,6.8,81.7,83.5,5,14.3
E05010747,Town,10.3,9.5,75.1,79.7,5,41.2
E05010748,Wheatley Hills & Intake,6.7,8.2,77.4,81.8,5,34.9
E05010755,Blunsdon and Highworth,3.3,2.9,80.8,84.9,5,11.3
E05010756,Haydon Wick,3.3,5.9,81.5,83.4,5,8.5
E05010757,Penhill and Upper Stratton,8.2,5.2,78.1,81,5,35.6
E05010758,Admirals and Cawston,3,7.6,82.4,86.9,5,9.1
E05010759,Dunsmore,3.1,7.6,81.1,86.8,5,9.1
E05010760,Wolston and the Lawfords,3.5,9,80.4,85.7,1,16.4
E05010774,Aire Valley with Lothersdale,1.8,3.1,79.5,83.4,1,7.7
E05010775,Barden Fell,0.8,8.9,N/A - not available,N/A - not available,1,15.8
E05010776,Cowling,2.4,6.3,77.5,90.5,1,14.3
E05010777,Grassington,2.3,N/A - not available,N/A - not available,N/A - not available,1,6.3
E05010778,Hellifield and Long Preston,1.6,5,81.7,83.9,1,9.4
E05010779,Penyghent,1,N/A - not available,N/A - not available,N/A - not available,1,13.7
E05010780,Settle and Ribblebanks,2,4,81.2,83,1,14.4
E05010781,Chadlington and Churchill,3.9,5.5,N/A - not available,N/A - not available,1,13.5
E05010782,Charlbury and Finstock,2.6,5.2,81,87.2,1,6.5
E05010783,"Hailey, Minster Lovell and Leafield",1.8,6.6,83.2,84.2,1,7.6
E05010784,Abbey,7.3,7.8,75.3,81,1,34.2
E05010785,Birchwood,6.6,6.9,77.2,78.7,1,33.2
E05010786,Boultham,2.2,3.9,78.1,82.5,1,16.2
E05010787,Carholme,3.3,5.6,75.1,78.3,1,17
E05010788,Castle,7.2,6.2,75.4,82.7,1,31.5
E05010789,Glebe,6.2,8,73.9,79.3,1,32.4
E05010790,Hartsholme,4.3,7.8,81.2,83.7,1,18.6
E05010791,Minster,5.9,6.5,78.1,82.5,1,29.4
E05010792,Moorland,6.7,8.4,78.1,81.5,1,36
E05010793,Park,7.5,7.4,72.2,76.3,1,33.7
E05010794,Witham,3.4,8.2,79.8,83.4,1,15.9
E05010795,Byfleet and West Byfleet,3,5.6,80.1,84.9,1,9.1
E05010796,Canalside,5.5,10.4,80.2,83.6,1,21.6
E05010797,Goldsworth Park,3.9,8.5,83.9,82.6,1,12.8
E05010798,Heathlands,2.3,4.1,83.4,85.6,1,8.2
E05010799,Hoe Valley,3.6,5.9,80.1,83.4,1,15.6
E05010800,Horsell,1.7,6.6,83.2,85.4,2,6.2
E05010801,Knaphill,2.8,8.8,82.6,85.2,1,9.6
E05010802,Mount Hermon,2.9,6.7,83,85.3,1,8.8
E05010803,Pyrford,3,7.5,80.3,81.9,3,10.1
E05010804,St John's,3.1,6.3,81.1,83.9,4,9.8
E05010805,Barnack,2.6,5.6,80,86.8,4,11.7
E05010806,Bretton,8.8,6.4,76.4,81.9,3,40.1
E05010807,Central,9.8,6.2,75.9,79.9,4,39.4
E05010808,Dogsthorpe,8.6,6.4,76,83.2,2,42.6
E05010809,East,9.2,6.7,77.5,82.5,2,34.9
E05010810,"Eye, Thorney and Newborough",4.5,7.3,78.8,80.9,2,21.7
E05010811,Fletton and Stanground,5.8,6.6,76.3,83.1,3,25.3
E05010812,Fletton and Woodston,5.6,5.9,81.5,85.3,2,19.6
E05010813,Glinton and Castor,2.1,5.7,81.9,85.3,2,10.3
E05010814,Gunthorpe,4.8,4.5,79.1,83.3,3,16.9
E05010815,Hampton Vale,4.2,6.5,75.8,79.9,3,17.7
E05010816,Hargate and Hempsted,3.9,5.3,84,86.5,1,14.3
E05010817,North,11.2,6.7,76.3,80.5,1,41
E05010818,Orton Longueville,7.2,8.9,75.1,79.6,2,42.1
E05010819,Orton Waterville,4.6,6,79.3,85.7,1,19.6
E05010820,Park,8.4,6.9,77.4,79.7,1,24.5
E05010821,Paston and Walton,7.3,7.8,78.5,80.4,1,35.9
E05010822,Ravensthorpe,8.8,7.5,76.9,81.7,1,34.1
E05010823,Stanground South,5.3,6.4,80.3,84.6,1,24.5
E05010824,Werrington,3.9,4.5,82.8,87.4,1,16.5
E05010825,West,6,10.3,82.3,86.7,2,19.8
E05010826,Wittering,2.3,6.1,83.4,89.9,2,11.2
E05010827,Berechurch,5,7.9,78.3,81.3,1,25.8
E05010828,Castle,5.5,7.1,78.1,82.2,2,19.7
E05010829,Greenstead,4.7,9.8,76.3,79.8,1,30.2
E05010830,Highwoods,3.6,8.3,79.9,83.6,2,15.4
E05010831,Lexden and Braiswick,2.7,7.4,80.7,85.9,1,9.7
E05010832,Marks Tey and Layer,2.6,5.6,83.6,84.6,1,12.4
E05010833,Mersea and Pyefleet,2.9,6,80.7,84.8,1,13
E05010834,Mile End,3.1,7.9,79.8,82.7,1,13.5
E05010835,New Town and Christ Church,5.3,6.5,80.1,84.2,1,17.9
E05010836,Old Heath and The Hythe,5,6.7,77.8,81.6,2,26.8
E05010837,Prettygate,2.9,5.5,82.9,85.9,1,11
E05010838,Rural North,1.9,5.9,82.4,84.6,1,12.5
E05010839,St Anne's and St John's,4.7,6.9,77.1,82.3,1,16.5
E05010840,Shrub End,3.9,5.6,80.3,82.2,2,19.2
E05010841,Stanway,3,7.8,78.3,81.3,1,13.3
E05010842,Tiptree,3,6.7,80.7,84.9,1,11.8
E05010843,Wivenhoe,1.3,5.8,82.9,87.5,1,6
E05010844,Downhall and Rawreth,2.7,6.9,80.1,86.6,3,6.7
E05010845,Foulness and The Wakerings,3.8,3.9,80.8,83.7,2,15.5
E05010846,Hawkwell East,2.9,7.3,80.7,85.6,2,8.8
E05010847,Hawkwell West,2,3.8,83.8,87.2,1,7.1
E05010848,Hockley,2.6,5.2,83,85.3,1,6
E05010849,Hockley and Ashingdon,1.9,3.6,82.1,86,1,7.1
E05010850,Hullbridge,3,3.4,81,86.7,1,10.5
E05010851,Lodge,2.7,3.7,82.9,84.6,2,6.2
