code,label,obesity_nq5,low_birth_wgt,male_exp,fem_exp,unemploy,deprivation,obesity_prevalence
E05011972,Lubenham,3 - Quintile 3,6.5,81.5,90.5,2.2,19.4,23.1
E05011973,Lutterworth East,3 - Quintile 3,3.7,79.3,86.2,3.4,10,20
E05011974,Lutterworth West,3 - Quintile 3,7.7,83.1,80.9,2.5,6.9,21.9
E05011975,Market Harborough-Great Bowden & Arden,3 - Quintile 3,6,82.4,88,2.3,9.3,26.7
E05011976,Market Harborough-Little Bowden,3 - Quintile 3,4.4,80,82.5,1.5,3.8,15.8
E05011977,Market Harborough-Logan,3 - Quintile 3,7.5,80.5,83.8,1.7,6.3,17.9
E05011978,Market Harborough-Welland,2 - Quintile 2,8.4,79.8,83,2.9,10.6,15.5
E05011979,Misterton,3 - Quintile 3,6.4,78.6,84.1,1.6,11.2,10.5
E05011980,Nevill,5 - Quintile 5 Lowest 20%,N/A - not available,82.9,84.7,1.7,8.6,25
E05011981,Thurnby & Houghton,5 - Quintile 5 Lowest 20%,7.6,84.1,86.8,2.8,7,17
E05011982,Ullesthorpe,4 - Quintile 4,N/A - not available,81.9,85,2.6,6.8,21.4
E05011983,Ault Hucknall,4 - Quintile 4,5,80,82.9,3.4,23.6,26.3
E05011984,Barlborough,4 - Quintile 4,6.1,83.3,84.8,2.7,9.1,21.7
E05011985,Blackwell,5 - Quintile 5 Lowest 20%,7.9,77.5,80.2,3.2,20,14.3
E05011986,Bolsover East,5 - Quintile 5 Lowest 20%,6.9,77.4,79.9,3.3,23.9,22.2
E05011987,Bolsover North & Shuttlewood,5 - Quintile 5 Lowest 20%,11.7,75.7,82.9,4.5,34.7,22.2
E05011988,Bolsover South,4 - Quintile 4,5.5,77.8,84,4.2,26.5,25
E05011989,Clowne East,4 - Quintile 4,6,78,82.3,3.2,20.6,25.9
E05011990,Clowne West,5 - Quintile 5 Lowest 20%,5.6,77.1,79.5,2.3,15.9,23.8
E05011991,Elmton-with-Creswell,4 - Quintile 4,9.5,77.3,79.2,4.7,32.6,22
E05011992,Langwith,5 - Quintile 5 Lowest 20%,6.2,77.1,79.6,4.5,39,23.7
E05011993,Pinxton,5 - Quintile 5 Lowest 20%,8.6,78.3,81.3,5.5,29.3,31.8
E05011994,Shirebrook North,5 - Quintile 5 Lowest 20%,6.9,74.8,81,3.3,30,16.1
E05011995,Shirebrook South,4 - Quintile 4,5.6,75.7,81.4,4.1,28.6,23.3
E05011996,South Normanton East,5 - Quintile 5 Lowest 20%,5.9,78.5,83.5,4.1,22.5,25
E05011997,South Normanton West,5 - Quintile 5 Lowest 20%,9.1,82.1,85.3,2.8,16.8,25.7
E05011998,Tibshelf,4 - Quintile 4,11.3,77.6,84.7,3.1,19.8,26.7
E05011999,Whitwell,5 - Quintile 5 Lowest 20%,3.7,77.9,84,3,23.8,30
E05012040,Ashover,5 - Quintile 5 Lowest 20%,N/A - not available,N/A - not available,N/A - not available,1.5,12.5,N/A - not available
E05012041,Barlow & Holmesfield,4 - Quintile 4,N/A - not available,N/A - not available,86,2.4,13.1,N/A - not available
E05012042,Brampton & Walton,4 - Quintile 4,N/A - not available,82.2,83.1,1.9,10.5,18.2
E05012043,Clay Cross North,5 - Quintile 5 Lowest 20%,7.3,78.5,80.7,4.3,26.3,27.8
E05012044,Clay Cross South,4 - Quintile 4,8.7,76.6,81.2,4.8,31,34.5
E05012045,Coal Aston,4 - Quintile 4,6.2,79,88,1.9,6.9,14.3
E05012046,Dronfield North,4 - Quintile 4,7.3,77.4,80.9,3.9,16.5,26.1
E05012047,Dronfield South,4 - Quintile 4,7.5,83.2,85,2.1,7.6,13.9
E05012048,Dronfield Woodhouse,3 - Quintile 3,N/A - not available,N/A - not available,N/A - not available,1.4,N/A - not available,15.4
E05012049,Eckington North,4 - Quintile 4,5.7,79.7,81.6,3.7,12,27.3
E05012050,Eckington South & Renishaw,4 - Quintile 4,4.9,81.3,81.1,4.1,19.7,22
E05012051,Gosforth Valley,4 - Quintile 4,6,83.2,88.8,1.4,5.3,11.1
E05012052,Grassmoor,4 - Quintile 4,6.9,78.8,81.9,4.8,30.3,23.5
E05012053,Holmewood & Heath,3 - Quintile 3,8.7,74.3,79.5,4.4,35,28.6
E05012054,Killamarsh East,4 - Quintile 4,8,78.1,78.4,3.7,15.5,27.3
E05012055,Killamarsh West,3 - Quintile 3,4.7,81.3,86.4,2.8,13,25.7
E05012056,North Wingfield Central,3 - Quintile 3,7.3,78.7,81.9,3.8,28.9,25
E05012057,Pilsley & Morton,2 - Quintile 2,4.7,77.5,83.3,2.8,15,33.3
E05012058,Ridgeway & Marsh Lane,2 - Quintile 2,N/A - not available,N/A - not available,N/A - not available,3.2,16.9,N/A - not available
E05012059,Shirland,4 - Quintile 4,6.8,80.3,83,4,23.4,23.3
E05012060,Sutton,3 - Quintile 3,4,80.6,82.5,2.9,20.7,20
E05012061,Tupton,4 - Quintile 4,7.3,77.6,82.9,2.9,20.8,20
E05012062,Unstone,4 - Quintile 4,8,N/A - not available,N/A - not available,4.5,21.2,N/A - not available
E05012063,Wingerworth,4 - Quintile 4,5.5,82.8,87.5,1.7,4.5,15.8
E05012270,Aspley,3 - Quintile 3,8.2,75.8,79.6,9.9,54.7,25.9
E05012271,Basford,3 - Quintile 3,6.3,76.7,81.8,7.4,34.6,24.6
E05012272,Berridge,1 - Quintile 1 Highest 20%,7.8,76.3,79.9,9.5,32.5,22.9
E05012273,Bestwood,3 - Quintile 3,7.9,75.7,80.3,9.3,43.3,27.7
E05012274,Bilborough,2 - Quintile 2,7.6,74.3,77.7,7.5,48.7,27.8
E05012275,Bulwell,4 - Quintile 4,7.8,73.8,78.4,10.6,52.9,26.9
E05012276,Bulwell Forest,3 - Quintile 3,7,78,82.8,6,28.1,21.3
E05012277,Castle,1 - Quintile 1 Highest 20%,7.9,77.5,89.8,2.1,18.4,30
E05012278,Clifton East,3 - Quintile 3,7.5,77.2,80.9,7.2,36.9,25.2
E05012279,Clifton West,5 - Quintile 5 Lowest 20%,6.7,80.7,84.1,3.1,24.6,22.4
E05012280,Dales,2 - Quintile 2,9.2,78.2,81.6,9.1,38.1,26.2
E05012281,Hyson Green & Arboretum,1 - Quintile 1 Highest 20%,8.5,73.7,78.9,7.5,39.1,24.2
E05012282,Leen Valley,3 - Quintile 3,8.6,78.8,81.2,6.4,24.3,20.8
E05012283,Lenton & Wollaton East,2 - Quintile 2,7.1,76.9,81.8,2.2,21,27.3
E05012284,Mapperley,2 - Quintile 2,7.7,77.1,80.6,6.9,31.6,27.5
E05012285,Meadows,2 - Quintile 2,6.6,75.4,80,7.4,36,26.6
E05012286,Radford,1 - Quintile 1 Highest 20%,5.7,75.3,82.3,4.7,30.4,18.9
E05012287,St. Ann's,3 - Quintile 3,8,75.4,79.2,6.4,43.1,27.6
E05012288,Sherwood,2 - Quintile 2,6.9,76.9,82,6.5,28.1,23.5
E05012289,Wollaton West,3 - Quintile 3,7.9,82.5,86.9,2.9,10.8,15
E05012632,Barleythorpe,3 - Quintile 3,N/A - not available,N/A - not available,N/A - not available,2.4,N/A - not available,18.2
E05012633,Braunston & Martinsthorpe,4 - Quintile 4,N/A - not available,84.8,85.5,1.2,13.6,N/A - not available
E05012634,Cottesmore,4 - Quintile 4,4.9,80.2,86.1,1.5,6.8,29.2
E05012635,Exton,4 - Quintile 4,N/A - not available,N/A - not available,N/A - not available,3,12.9,N/A - not available
E05012636,Greetham,4 - Quintile 4,5.8,83.7,N/A - not available,1.9,20.1,N/A - not available
E05012637,Ketton,4 - Quintile 4,11.4,82.8,84.6,1.8,9.8,16.7
E05012638,Langham,4 - Quintile 4,N/A - not available,N/A - not available,N/A - not available,2.5,3.8,N/A - not available
E05012639,Lyddington,4 - Quintile 4,12.1,N/A - not available,N/A - not available,3.3,12,N/A - not available
E05012640,Normanton,5 - Quintile 5 Lowest 20%,6.1,86.4,88,1.2,4.1,18.8
E05012641,Oakham North East,5 - Quintile 5 Lowest 20%,10,81.3,88.3,2.5,7.1,28.6
E05012642,Oakham North West,4 - Quintile 4,3.4,78.5,81,3.7,11.7,20.8
E05012643,Oakham South,3 - Quintile 3,5,82,88.8,2.5,4.8,23.5
E05012644,Ryhall & Casterton,4 - Quintile 4,3.7,84.1,89,2.5,7.9,27.8
E05012645,Uppingham,4 - Quintile 4,3.7,83.6,84.7,2.7,7.3,20
E05012646,Whissendine,4 - Quintile 4,N/A - not available,N/A - not available,N/A - not available,2.6,5.8,N/A - not available
E05013213,Brickhill and Queensway,5 - Quintile 5 Lowest 20%,7.6,77.8,81.1,N/A - not available,33.9,24.3
E05013214,Burton and Broughton,5 - Quintile 5 Lowest 20%,7.4,80.6,84.1,N/A - not available,15.6,21.4
E05013215,Clover Hill,5 - Quintile 5 Lowest 20%,8.3,80.4,81.1,N/A - not available,19.2,25
E05013216,Corby Rural,5 - Quintile 5 Lowest 20%,5.7,80.4,83,N/A - not available,15.2,21.6
E05013217,Corby West,5 - Quintile 5 Lowest 20%,9,77.1,80.6,N/A - not available,25.5,28.4
E05013218,Croyland and Swanspool,5 - Quintile 5 Lowest 20%,8.5,76.1,79.5,N/A - not available,29.3,25
E05013219,Desborough,5 - Quintile 5 Lowest 20%,6.8,78.9,82.9,N/A - not available,12.8,22.6
E05013220,Earls Barton,5 - Quintile 5 Lowest 20%,5.6,81.4,83.7,N/A - not available,10.7,21.4
E05013221,Finedon,5 - Quintile 5 Lowest 20%,6.7,79,82.8,N/A - not available,23.5,24.7
E05013222,Hatton Park,5 - Quintile 5 Lowest 20%,7.1,80.3,84.5,N/A - not available,17.8,21.3
E05013223,Higham Ferrers,5 - Quintile 5 Lowest 20%,6.8,80.2,83.6,N/A - not available,11.6,16.7
E05013224,Irchester,5 - Quintile 5 Lowest 20%,5.2,80,83.5,N/A - not available,12.6,20.4
E05013225,Irthlingborough,5 - Quintile 5 Lowest 20%,6.4,79.5,81.1,N/A - not available,17.3,20.3
E05013226,Ise,5 - Quintile 5 Lowest 20%,8,80.9,84.7,N/A - not available,9,20.8
E05013227,Kingswood,5 - Quintile 5 Lowest 20%,9.2,74.5,79.9,N/A - not available,41.1,22.9
E05013228,Lloyds,5 - Quintile 5 Lowest 20%,6.8,75.2,79.3,N/A - not available,25.9,25.9
E05013229,Northall,5 - Quintile 5 Lowest 20%,6.8,77.3,80.7,N/A - not available,24.7,21.1
E05013230,Oakley,5 - Quintile 5 Lowest 20%,5.7,81.5,83,N/A - not available,15.4,21.6
E05013231,Oundle,5 - Quintile 5 Lowest 20%,6.2,83.3,85.8,N/A - not available,10.1,20
E05013232,Raunds,2 - Quintile 2,7.5,81,82.4,N/A - not available,12.1,22.2
E05013233,Rothwell and Mawsley,2 - Quintile 2,6.5,80.6,83.9,N/A - not available,15.6,23.4
E05013234,Rushden Pemberton West,4 - Quintile 4,9,79.5,82.2,N/A - not available,17.2,25
E05013235,Rushden South,4 - Quintile 4,8.5,78.6,82.9,N/A - not available,18.1,23.7
E05013236,Thrapston,2 - Quintile 2,5.3,81.1,85.2,N/A - not available,10.4,20.3
E05013237,Wicksteed,2 - Quintile 2,9.1,78.9,82.4,N/A - not available,21.2,22.4
E05013238,Windmill,3 - Quintile 3,8.1,78.7,81.7,N/A - not available,34.8,29.6
E05013239,Abington and Phippsville,4 - Quintile 4,6.3,76.3,80.9,N/A - not available,19.3,15.4
E05013240,Billing and Rectory Farm,3 - Quintile 3,8.4,77.7,79.7,N/A - not available,32.5,20.8
E05013241,Boothville and Parklands,3 - Quintile 3,7.5,79.6,82.2,N/A - not available,14.9,22.7
E05013242,Brackley,3 - Quintile 3,3.3,81.1,84.6,N/A - not available,6.1,19
E05013243,Braunston and Crick,3 - Quintile 3,3.6,81.4,84.4,N/A - not available,11.6,16.9
E05013244,Brixworth,2 - Quintile 2,4.5,81.2,84.9,N/A - not available,9.1,18.2
E05013245,Bugbrooke,3 - Quintile 3,5.7,81.7,82.1,N/A - not available,8.6,17.2
E05013246,Castle,3 - Quintile 3,6.1,73.6,78.4,N/A - not available,33,21.8
E05013247,Dallington Spencer,2 - Quintile 2,8.6,74.6,79.1,N/A - not available,39.9,22.5
E05013248,Daventry East,3 - Quintile 3,7,79,80.5,N/A - not available,24.6,25.5
E05013249,Daventry West,3 - Quintile 3,6.4,78.9,85,N/A - not available,18,20.3
E05013250,Deanshanger,2 - Quintile 2,5.3,81.8,85,N/A - not available,6.6,20.8
E05013251,Delapre and Rushmere,3 - Quintile 3,7.1,76.2,79.8,N/A - not available,23.8,21.9
E05013252,Duston East,3 - Quintile 3,6.9,78.7,84.8,N/A - not available,16.8,16.7
E05013253,Duston West and St. Crispin,2 - Quintile 2,6.1,81,86,N/A - not available,12.6,16.1
E05013254,East Hunsbury and Shelfleys,3 - Quintile 3,6.3,83,86.8,N/A - not available,8.3,19.6
E05013255,Hackleton and Grange Park,2 - Quintile 2,6.8,81.5,85.1,N/A - not available,6.6,15.8
E05013256,Headlands,2 - Quintile 2,7.5,79.2,81.2,N/A - not available,25.5,20.8
E05013257,Kingsthorpe North,2 - Quintile 2,7.9,80.5,83.5,N/A - not available,14.5,20
E05013258,Kingsthorpe South,2 - Quintile 2,6.6,76.5,80.8,N/A - not available,26.6,21.9
E05013259,Long Buckby,3 - Quintile 3,5.8,82,87.9,N/A - not available,9.9,19.6
E05013260,Middleton Cheney,3 - Quintile 3,6,82.1,84.9,N/A - not available,7.9,21.4
E05013261,Moulton,2 - Quintile 2,6.7,82.3,82.1,N/A - not available,8.5,13.3
E05013262,Nene Valley,4 - Quintile 4,7.8,81,83.9,N/A - not available,6.8,15.7
E05013263,Riverside Park,4 - Quintile 4,4.9,79.2,84,N/A - not available,17.5,19.3
E05013264,St. George,4 - Quintile 4,6.5,76.5,80.4,N/A - not available,29.6,25.5
E05013265,Silverstone,4 - Quintile 4,3.3,83,85.5,N/A - not available,9.1,20.4
E05013266,Sixfields,3 - Quintile 3,6.8,79.6,82.8,N/A - not available,23.3,21.7
E05013267,Talavera,1 - Quintile 1 Highest 20%,8.9,77.3,80.9,N/A - not available,36.7,24.2
E05013268,Towcester and Roade,1 - Quintile 1 Highest 20%,4.3,81.4,84,N/A - not available,8.8,22.1
E05013269,Woodford and Weedon,1 - Quintile 1 Highest 20%,5.1,81.4,84.3,N/A - not available,12.3,17
